,STATE,STATEFP,COUNTYFP,COUNTYNS,COUNTYNAME,CLASSFP,FUNCSTAT
732,IN,18,69,450361,Huntington County,H1,A
733,IN,18,71,451678,Jackson County,H1,A
734,IN,18,73,450494,Jasper County,H1,A
735,IN,18,75,450362,Jay County,H1,A
736,IN,18,77,450363,Jefferson County,H1,A
737,IN,18,79,450364,Jennings County,H1,A
738,IN,18,81,450365,Johnson County,H1,A
739,IN,18,83,450366,Knox County,H1,A
740,IN,18,85,450367,Kosciusko County,H1,A
741,IN,18,87,450368,LaGrange County,H1,A
742,IN,18,89,450495,Lake County,H1,A
743,IN,18,91,450507,LaPorte County,H1,A
744,IN,18,93,451703,Lawrence County,H1,A
745,IN,18,95,450370,Madison County,H1,A
746,IN,18,97,450371,Marion County,H6,C
747,IN,18,99,450372,Marshall County,H1,A
748,IN,18,101,451679,Martin County,H1,A
749,IN,18,103,450373,Miami County,H1,A
750,IN,18,105,451680,Monroe County,H1,A
751,IN,18,107,450374,Montgomery County,H1,A
752,IN,18,109,450375,Morgan County,H1,A
753,IN,18,111,450376,Newton County,H1,A
754,IN,18,113,450377,Noble County,H1,A
755,IN,18,115,450378,Ohio County,H1,A
756,IN,18,117,451681,Orange County,H1,A
757,IN,18,119,450379,Owen County,H1,A
758,IN,18,121,450380,Parke County,H1,A
759,IN,18,123,451682,Perry County,H1,A
760,IN,18,125,450381,Pike County,H1,A
761,IN,18,127,450382,Porter County,H1,A
762,IN,18,129,450383,Posey County,H1,A
763,IN,18,131,446852,Pulaski County,H1,A
764,IN,18,133,450384,Putnam County,H1,A
765,IN,18,135,446853,Randolph County,H1,A
766,IN,18,137,450385,Ripley County,H1,A
767,IN,18,139,446854,Rush County,H1,A
768,IN,18,141,452855,St. Joseph County,H1,A
769,IN,18,143,450386,Scott County,H1,A
770,IN,18,145,450387,Shelby County,H1,A
771,IN,18,147,450388,Spencer County,H1,A
772,IN,18,149,450389,Starke County,H1,A
773,IN,18,151,450390,Steuben County,H1,A
774,IN,18,153,450391,Sullivan County,H1,A
775,IN,18,155,450392,Switzerland County,H1,A
776,IN,18,157,450393,Tippecanoe County,H1,A
777,IN,18,159,450394,Tipton County,H1,A
778,IN,18,161,450395,Union County,H1,A
779,IN,18,163,450396,Vanderburgh County,H1,A
780,IN,18,165,450397,Vermillion County,H1,A
781,IN,18,167,450398,Vigo County,H1,A
782,IN,18,169,450399,Wabash County,H1,A
783,IN,18,171,450400,Warren County,H1,A
784,IN,18,173,450335,Warrick County,H1,A
785,IN,18,175,451665,Washington County,H1,A
786,IN,18,177,450336,Wayne County,H1,A
787,IN,18,179,450337,Wells County,H1,A
788,IN,18,181,450338,White County,H1,A
789,IN,18,183,450369,Whitley County,H1,A
790,IA,19,1,465190,Adair County,H1,A
791,IA,19,3,465191,Adams County,H1,A
792,IA,19,5,465192,Allamakee County,H1,A
793,IA,19,7,465193,Appanoose County,H1,A
794,IA,19,9,465194,Audubon County,H1,A
795,IA,19,11,465195,Benton County,H1,A
796,IA,19,13,465196,Black Hawk County,H1,A
797,IA,19,15,465197,Boone County,H1,A
798,IA,19,17,465198,Bremer County,H1,A
799,IA,19,19,465199,Buchanan County,H1,A
800,IA,19,21,465200,Buena Vista County,H1,A
801,IA,19,23,465201,Butler County,H1,A
802,IA,19,25,465202,Calhoun County,H1,A
803,IA,19,27,465203,Carroll County,H1,A
804,IA,19,29,465204,Cass County,H1,A
805,IA,19,31,465205,Cedar County,H1,A
806,IA,19,33,465206,Cerro Gordo County,H1,A
807,IA,19,35,465207,Cherokee County,H1,A
808,IA,19,37,465208,Chickasaw County,H1,A
809,IA,19,39,465209,Clarke County,H1,A
810,IA,19,41,465625,Clay County,H1,A
811,IA,19,43,465210,Clayton County,H1,A
812,IA,19,45,465211,Clinton County,H1,A
813,IA,19,47,465212,Crawford County,H1,A
814,IA,19,49,465213,Dallas County,H1,A
815,IA,19,51,465214,Davis County,H1,A
816,IA,19,53,465215,Decatur County,H1,A
817,IA,19,55,465216,Delaware County,H1,A
818,IA,19,57,465217,Des Moines County,H1,A
819,IA,19,59,465218,Dickinson County,H1,A
820,IA,19,61,465219,Dubuque County,H1,A
821,IA,19,63,465220,Emmet County,H1,A
822,IA,19,65,465221,Fayette County,H1,A
823,IA,19,67,465222,Floyd County,H1,A
824,IA,19,69,465223,Franklin County,H1,A
825,IA,19,71,465224,Fremont County,H1,A
826,IA,19,73,465225,Greene County,H1,A
827,IA,19,75,465226,Grundy County,H1,A
828,IA,19,77,465227,Guthrie County,H1,A
829,IA,19,79,465228,Hamilton County,H1,A
830,IA,19,81,465229,Hancock County,H1,A
831,IA,19,83,465230,Hardin County,H1,A
832,IA,19,85,465231,Harrison County,H1,A
833,IA,19,87,465232,Henry County,H1,A
834,IA,19,89,465233,Howard County,H1,A
835,IA,19,91,465234,Humboldt County,H1,A
836,IA,19,93,465235,Ida County,H1,A
837,IA,19,95,465236,Iowa County,H1,A
838,IA,19,97,465237,Jackson County,H1,A
839,IA,19,99,465238,Jasper County,H1,A
840,IA,19,101,465239,Jefferson County,H1,A
841,IA,19,103,465240,Johnson County,H1,A
842,IA,19,105,465241,Jones County,H1,A
843,IA,19,107,465242,Keokuk County,H1,A
844,IA,19,109,465243,Kossuth County,H1,A
845,IA,19,111,465244,Lee County,H1,A
846,IA,19,113,465245,Linn County,H1,A
847,IA,19,115,465246,Louisa County,H1,A
848,IA,19,117,465247,Lucas County,H1,A
849,IA,19,119,465248,Lyon County,H1,A
850,IA,19,121,465249,Madison County,H1,A
851,IA,19,123,465250,Mahaska County,H1,A
852,IA,19,125,465251,Marion County,H1,A
853,IA,19,127,465252,Marshall County,H1,A
854,IA,19,129,465253,Mills County,H1,A
855,IA,19,131,465254,Mitchell County,H1,A
856,IA,19,133,465255,Monona County,H1,A
857,IA,19,135,465256,Monroe County,H1,A
858,IA,19,137,465257,Montgomery County,H1,A
859,IA,19,139,465258,Muscatine County,H1,A
860,IA,19,141,465259,O'Brien County,H1,A
861,IA,19,143,465260,Osceola County,H1,A
862,IA,19,145,465261,Page County,H1,A
863,IA,19,147,465262,Palo Alto County,H1,A
864,IA,19,149,465263,Plymouth County,H1,A
865,IA,19,151,465264,Pocahontas County,H1,A
866,IA,19,153,465265,Polk County,H1,A
867,IA,19,155,465266,Pottawattamie County,H1,A
868,IA,19,157,465267,Poweshiek County,H1,A
869,IA,19,159,465268,Ringgold County,H1,A
870,IA,19,161,465269,Sac County,H1,A
871,IA,19,163,465270,Scott County,H1,A
872,IA,19,165,465271,Shelby County,H1,A
873,IA,19,167,465272,Sioux County,H1,A
874,IA,19,169,465273,Story County,H1,A
875,IA,19,171,465274,Tama County,H1,A
876,IA,19,173,465275,Taylor County,H1,A
877,IA,19,175,465276,Union County,H1,A
878,IA,19,177,465277,Van Buren County,H1,A
879,IA,19,179,465278,Wapello County,H1,A
880,IA,19,181,465279,Warren County,H1,A
881,IA,19,183,465280,Washington County,H1,A
882,IA,19,185,465281,Wayne County,H1,A
883,IA,19,187,465282,Webster County,H1,A
884,IA,19,189,465283,Winnebago County,H1,A
885,IA,19,191,465284,Winneshiek County,H1,A
886,IA,19,193,465285,Woodbury County,H1,A
887,IA,19,195,465286,Worth County,H1,A
888,IA,19,197,465287,Wright County,H1,A
889,KS,20,1,484970,Allen County,H1,A
890,KS,20,3,484971,Anderson County,H1,A
891,KS,20,5,484972,Atchison County,H1,A
892,KS,20,7,484973,Barber County,H1,A
893,KS,20,9,484974,Barton County,H1,A
894,KS,20,11,484975,Bourbon County,H1,A
895,KS,20,13,484976,Brown County,H1,A
896,KS,20,15,484977,Butler County,H1,A
897,KS,20,17,484978,Chase County,H1,A
898,KS,20,19,484979,Chautauqua County,H1,A
899,KS,20,21,484980,Cherokee County,H1,A
900,KS,20,23,484981,Cheyenne County,H1,A
901,KS,20,25,484982,Clark County,H1,A
902,KS,20,27,484983,Clay County,H1,A
903,KS,20,29,484984,Cloud County,H1,A
904,KS,20,31,484985,Coffey County,H1,A
905,KS,20,33,484986,Comanche County,H1,A
906,KS,20,35,484987,Cowley County,H1,A
907,KS,20,37,484988,Crawford County,H1,A
908,KS,20,39,484989,Decatur County,H1,A
909,KS,20,41,484990,Dickinson County,H1,A
910,KS,20,43,484991,Doniphan County,H1,A
911,KS,20,45,484992,Douglas County,H1,A
912,KS,20,47,484993,Edwards County,H1,A
913,KS,20,49,484994,Elk County,H1,A
914,KS,20,51,484995,Ellis County,H1,A
915,KS,20,53,484996,Ellsworth County,H1,A
916,KS,20,55,485326,Finney County,H1,A
917,KS,20,57,484997,Ford County,H1,A
918,KS,20,59,484998,Franklin County,H1,A
919,KS,20,61,484999,Geary County,H1,A
920,KS,20,63,485000,Gove County,H1,A
921,KS,20,65,481811,Graham County,H1,A
922,KS,20,67,485099,Grant County,H1,A
923,KS,20,69,485001,Gray County,H1,A
924,KS,20,71,485002,Greeley County,H6,C
925,KS,20,73,485003,Greenwood County,H1,A
926,KS,20,75,485327,Hamilton County,H1,A
927,KS,20,77,485004,Harper County,H1,A
928,KS,20,79,485005,Harvey County,H1,A
929,KS,20,81,485328,Haskell County,H1,A
930,KS,20,83,485006,Hodgeman County,H1,A
931,KS,20,85,485007,Jackson County,H1,A
932,KS,20,87,485008,Jefferson County,H1,A
933,KS,20,89,485009,Jewell County,H1,A
934,KS,20,91,485010,Johnson County,H1,A
935,KS,20,93,485011,Kearny County,H1,A
936,KS,20,95,485012,Kingman County,H1,A
937,KS,20,97,485013,Kiowa County,H1,A
938,KS,20,99,485014,Labette County,H1,A
939,KS,20,101,485015,Lane County,H1,A
940,KS,20,103,485016,Leavenworth County,H1,A
941,KS,20,105,485017,Lincoln County,H1,A
942,KS,20,107,485018,Linn County,H1,A
943,KS,20,109,485019,Logan County,H1,A
944,KS,20,111,485020,Lyon County,H1,A
945,KS,20,113,485021,McPherson County,H1,A
946,KS,20,115,485022,Marion County,H1,A
947,KS,20,117,485023,Marshall County,H1,A
948,KS,20,119,485024,Meade County,H1,A
949,KS,20,121,485025,Miami County,H1,A
950,KS,20,123,485026,Mitchell County,H1,A
951,KS,20,125,485027,Montgomery County,H1,A
952,KS,20,127,485028,Morris County,H1,A
953,KS,20,129,485135,Morton County,H1,A
954,KS,20,131,485029,Nemaha County,H1,A
955,KS,20,133,485030,Neosho County,H1,A
956,KS,20,135,485031,Ness County,H1,A
957,KS,20,137,485032,Norton County,H1,A
958,KS,20,139,485033,Osage County,H1,A
959,KS,20,141,485034,Osborne County,H1,A
960,KS,20,143,485035,Ottawa County,H1,A
961,KS,20,145,485036,Pawnee County,H1,A
962,KS,20,147,485037,Phillips County,H1,A
963,KS,20,149,485038,Pottawatomie County,H1,A
964,KS,20,151,485039,Pratt County,H1,A
965,KS,20,153,485040,Rawlins County,H1,A
966,KS,20,155,485041,Reno County,H1,A
967,KS,20,157,485042,Republic County,H1,A
968,KS,20,159,485043,Rice County,H1,A
969,KS,20,161,485044,Riley County,H1,A
970,KS,20,163,485045,Rooks County,H1,A
971,KS,20,165,485358,Rush County,H1,A
972,KS,20,167,485046,Russell County,H1,A
973,KS,20,169,485047,Saline County,H1,A
974,KS,20,171,485048,Scott County,H1,A
975,KS,20,173,485049,Sedgwick County,H1,A
976,KS,20,175,485050,Seward County,H1,A
977,KS,20,177,485051,Shawnee County,H1,A
978,KS,20,179,485052,Sheridan County,H1,A
979,KS,20,181,485053,Sherman County,H1,A
980,KS,20,183,484969,Smith County,H1,A
981,KS,20,185,485054,Stafford County,H1,A
982,KS,20,187,485055,Stanton County,H1,A
983,KS,20,189,485056,Stevens County,H1,A
984,KS,20,191,481812,Sumner County,H1,A
985,KS,20,193,485057,Thomas County,H1,A
986,KS,20,195,485058,Trego County,H1,A
987,KS,20,197,485059,Wabaunsee County,H1,A
988,KS,20,199,485060,Wallace County,H1,A
989,KS,20,201,485061,Washington County,H1,A
990,KS,20,203,485062,Wichita County,H1,A
991,KS,20,205,485063,Wilson County,H1,A
992,KS,20,207,485064,Woodson County,H1,A
993,KS,20,209,485065,Wyandotte County,H6,C
994,KY,21,1,516847,Adair County,H1,A
995,KY,21,3,516848,Allen County,H1,A
996,KY,21,5,516849,Anderson County,H1,A
997,KY,21,7,516850,Ballard County,H1,A
998,KY,21,9,516851,Barren County,H1,A
999,KY,21,11,516852,Bath County,H1,A
1000,KY,21,13,516853,Bell County,H1,A
1001,KY,21,15,516854,Boone County,H1,A
1002,KY,21,17,516855,Bourbon County,H1,A
1003,KY,21,19,516856,Boyd County,H1,A
1004,KY,21,21,516857,Boyle County,H1,A
1005,KY,21,23,516858,Bracken County,H1,A
1006,KY,21,25,516859,Breathitt County,H1,A
1007,KY,21,27,516860,Breckinridge County,H1,A
1008,KY,21,29,516861,Bullitt County,H1,A
1009,KY,21,31,516862,Butler County,H1,A
1010,KY,21,33,516863,Caldwell County,H1,A
1011,KY,21,35,516864,Calloway County,H1,A
1012,KY,21,37,516865,Campbell County,H1,A
1013,KY,21,39,516866,Carlisle County,H1,A
1014,KY,21,41,516867,Carroll County,H1,A
1015,KY,21,43,516868,Carter County,H1,A
1016,KY,21,45,516869,Casey County,H1,A
1017,KY,21,47,516870,Christian County,H1,A
1018,KY,21,49,516871,Clark County,H1,A
1019,KY,21,51,516872,Clay County,H1,A
1020,KY,21,53,516873,Clinton County,H1,A
1021,KY,21,55,516874,Crittenden County,H1,A
1022,KY,21,57,516875,Cumberland County,H1,A
1023,KY,21,59,516876,Daviess County,H1,A
1024,KY,21,61,516877,Edmonson County,H1,A
1025,KY,21,63,516878,Elliott County,H1,A
1026,KY,21,65,516879,Estill County,H1,A
1027,KY,21,67,516880,Fayette County,H6,C
1028,KY,21,69,516881,Fleming County,H1,A
1029,KY,21,71,516882,Floyd County,H1,A
1030,KY,21,73,516883,Franklin County,H1,A
1031,KY,21,75,516884,Fulton County,H1,A
1032,KY,21,77,516885,Gallatin County,H1,A
1033,KY,21,79,516886,Garrard County,H1,A
1034,KY,21,81,516887,Grant County,H1,A
1035,KY,21,83,516888,Graves County,H1,A
1036,KY,21,85,516889,Grayson County,H1,A
1037,KY,21,87,516890,Green County,H1,A
1038,KY,21,89,516891,Greenup County,H1,A
1039,KY,21,91,516892,Hancock County,H1,A
1040,KY,21,93,516893,Hardin County,H1,A
1041,KY,21,95,516894,Harlan County,H1,A
1042,KY,21,97,516895,Harrison County,H1,A
1043,KY,21,99,516896,Hart County,H1,A
1044,KY,21,101,516897,Henderson County,H1,A
1045,KY,21,103,516898,Henry County,H1,A
1046,KY,21,105,516899,Hickman County,H1,A
1047,KY,21,107,516900,Hopkins County,H1,A
1048,KY,21,109,516901,Jackson County,H1,A
1049,KY,21,111,516902,Jefferson County,H6,C
1050,KY,21,113,516903,Jessamine County,H1,A
1051,KY,21,115,516904,Johnson County,H1,A
1052,KY,21,117,516905,Kenton County,H1,A
1053,KY,21,119,516906,Knott County,H1,A
1054,KY,21,121,516907,Knox County,H1,A
1055,KY,21,123,516908,Larue County,H1,A
1056,KY,21,125,516909,Laurel County,H1,A
1057,KY,21,127,516910,Lawrence County,H1,A
1058,KY,21,129,516911,Lee County,H1,A
1059,KY,21,131,516912,Leslie County,H1,A
1060,KY,21,133,516913,Letcher County,H1,A
1061,KY,21,135,516914,Lewis County,H1,A
1062,KY,21,137,516915,Lincoln County,H1,A
1063,KY,21,139,516916,Livingston County,H1,A
1064,KY,21,141,516917,Logan County,H1,A
1065,KY,21,143,516918,Lyon County,H1,A
1066,KY,21,145,516925,McCracken County,H1,A
1067,KY,21,147,516926,McCreary County,H1,A
1068,KY,21,149,516927,McLean County,H1,A
1069,KY,21,151,516919,Madison County,H1,A
1070,KY,21,153,516920,Magoffin County,H1,A
1071,KY,21,155,516921,Marion County,H1,A
1072,KY,21,157,516922,Marshall County,H1,A
1073,KY,21,159,516923,Martin County,H1,A
1074,KY,21,161,516924,Mason County,H1,A
1075,KY,21,163,516928,Meade County,H1,A
1076,KY,21,165,516929,Menifee County,H1,A
1077,KY,21,167,516930,Mercer County,H1,A
1078,KY,21,169,516931,Metcalfe County,H1,A
1079,KY,21,171,516932,Monroe County,H1,A
1080,KY,21,173,516933,Montgomery County,H1,A
1081,KY,21,175,516934,Morgan County,H1,A
1082,KY,21,177,516935,Muhlenberg County,H1,A
1083,KY,21,179,516936,Nelson County,H1,A
1084,KY,21,181,516937,Nicholas County,H1,A
1085,KY,21,183,516938,Ohio County,H1,A
1086,KY,21,185,516939,Oldham County,H1,A
1087,KY,21,187,516940,Owen County,H1,A
1088,KY,21,189,516941,Owsley County,H1,A
1089,KY,21,191,516942,Pendleton County,H1,A
1090,KY,21,193,516943,Perry County,H1,A
1091,KY,21,195,516944,Pike County,H1,A
1092,KY,21,197,516945,Powell County,H1,A
1093,KY,21,199,516946,Pulaski County,H1,A
1094,KY,21,201,516947,Robertson County,H1,A
1095,KY,21,203,516948,Rockcastle County,H1,A
1096,KY,21,205,516949,Rowan County,H1,A
1097,KY,21,207,516950,Russell County,H1,A
1098,KY,21,209,516951,Scott County,H1,A
1099,KY,21,211,516952,Shelby County,H1,A
1100,KY,21,213,516953,Simpson County,H1,A
1101,KY,21,215,516954,Spencer County,H1,A
1102,KY,21,217,516955,Taylor County,H1,A
1103,KY,21,219,516956,Todd County,H1,A
1104,KY,21,221,516957,Trigg County,H1,A
1105,KY,21,223,516958,Trimble County,H1,A
1106,KY,21,225,516959,Union County,H1,A
1107,KY,21,227,516960,Warren County,H1,A
1108,KY,21,229,516961,Washington County,H1,A
1109,KY,21,231,516962,Wayne County,H1,A
1110,KY,21,233,516963,Webster County,H1,A
1111,KY,21,235,516964,Whitley County,H1,A
1112,KY,21,237,516965,Wolfe County,H1,A
1113,KY,21,239,516966,Woodford County,H1,A
1114,LA,22,1,558389,Acadia Parish,H1,A
1115,LA,22,3,558397,Allen Parish,H1,A
1116,LA,22,5,558403,Ascension Parish,H1,A
1117,LA,22,7,558414,Assumption Parish,H1,A
1118,LA,22,9,558424,Avoyelles Parish,H1,A
1119,LA,22,11,558436,Beauregard Parish,H1,A
1120,LA,22,13,558445,Bienville Parish,H1,A
1121,LA,22,15,558453,Bossier Parish,H1,A
1122,LA,22,17,558458,Caddo Parish,H1,A
1123,LA,22,19,558468,Calcasieu Parish,H1,A
1124,LA,22,21,558477,Caldwell Parish,H1,A
1125,LA,22,23,558488,Cameron Parish,H1,A
1126,LA,22,25,558495,Catahoula Parish,H1,A
1127,LA,22,27,558505,Claiborne Parish,H1,A
1128,LA,22,29,558515,Concordia Parish,H1,A
1129,LA,22,31,558521,De Soto Parish,H1,A
1130,LA,22,33,558530,East Baton Rouge Parish,H6,B
1131,LA,22,35,558534,East Carroll Parish,H1,A
1132,LA,22,37,558542,East Feliciana Parish,H1,A
1133,LA,22,39,558551,Evangeline Parish,H1,A
1134,LA,22,41,558557,Franklin Parish,H1,A
1135,LA,22,43,558567,Grant Parish,H1,A
1136,LA,22,45,558576,Iberia Parish,H1,A
1137,LA,22,47,558582,Iberville Parish,H1,A
1138,LA,22,49,558592,Jackson Parish,H1,A
1139,LA,22,51,558027,Jefferson Parish,H1,A
1140,LA,22,53,558039,Jefferson Davis Parish,H1,A
1141,LA,22,55,558059,Lafayette Parish,H6,B
1142,LA,22,57,558065,Lafourche Parish,H1,A
1143,LA,22,59,558049,LaSalle Parish,H1,A
1144,LA,22,61,558077,Lincoln Parish,H1,A
1145,LA,22,63,558083,Livingston Parish,H1,A
1146,LA,22,65,558088,Madison Parish,H1,A
1147,LA,22,67,558097,Morehouse Parish,H1,A
1148,LA,22,69,558108,Natchitoches Parish,H1,A
1149,LA,22,71,558113,Orleans Parish,H6,C
1150,LA,22,73,558114,Ouachita Parish,H1,A
1151,LA,22,75,558125,Plaquemines Parish,H1,A
1152,LA,22,77,559449,Pointe Coupee Parish,H1,A
1153,LA,22,79,559460,Rapides Parish,H1,A
1154,LA,22,81,559472,Red River Parish,H1,A
1155,LA,22,83,559481,Richland Parish,H1,A
1156,LA,22,85,559489,Sabine Parish,H1,A
1157,LA,22,87,1629542,St. Bernard Parish,H1,A
1158,LA,22,89,1629449,St. Charles Parish,H1,A
1159,LA,22,91,1629457,St. Helena Parish,H1,A
1160,LA,22,93,1629464,St. James Parish,H1,A
1161,LA,22,95,1629472,St. John the Baptist Parish,H1,A
1162,LA,22,97,1629479,St. Landry Parish,H1,A
1163,LA,22,99,1629486,St. Martin Parish,H1,A
1164,LA,22,101,1629492,St. Mary Parish,H1,A
1165,LA,22,103,1629503,St. Tammany Parish,H1,A
1166,LA,22,105,559500,Tangipahoa Parish,H1,A
1167,LA,22,107,559509,Tensas Parish,H1,A
1168,LA,22,109,559517,Terrebonne Parish,H6,A
1169,LA,22,111,559528,Union Parish,H1,A
1170,LA,22,113,559538,Vermilion Parish,H1,A
1171,LA,22,115,559548,Vernon Parish,H1,A
1172,LA,22,117,559557,Washington Parish,H1,A
1173,LA,22,119,559567,Webster Parish,H1,A
1174,LA,22,121,559570,West Baton Rouge Parish,H1,A
1175,LA,22,123,559578,West Carroll Parish,H1,A
1176,LA,22,125,559584,West Feliciana Parish,H1,A
1177,LA,22,127,559594,Winn Parish,H1,A
1178,ME,23,1,581286,Androscoggin County,H1,A
1179,ME,23,3,581287,Aroostook County,H1,A
1180,ME,23,5,581288,Cumberland County,H1,A
1181,ME,23,7,581289,Franklin County,H1,A
1182,ME,23,9,581290,Hancock County,H1,A
1183,ME,23,11,581291,Kennebec County,H1,A
1184,ME,23,13,581292,Knox County,H1,A
1185,ME,23,15,581293,Lincoln County,H1,A
1186,ME,23,17,581294,Oxford County,H1,A
1187,ME,23,19,581295,Penobscot County,H1,A
1188,ME,23,21,581296,Piscataquis County,H1,A
1189,ME,23,23,581297,Sagadahoc County,H1,A
1190,ME,23,25,581298,Somerset County,H1,A
1191,ME,23,27,581299,Waldo County,H1,A
1192,ME,23,29,581300,Washington County,H1,A
1193,ME,23,31,581301,York County,H1,A
1194,MD,24,1,1713506,Allegany County,H1,A
1195,MD,24,3,1710958,Anne Arundel County,H1,A
1196,MD,24,5,1695314,Baltimore County,H1,A
1197,MD,24,9,1676636,Calvert County,H1,A
1198,MD,24,11,595737,Caroline County,H1,A
1199,MD,24,13,1696228,Carroll County,H1,A
1200,MD,24,15,596115,Cecil County,H1,A
1201,MD,24,17,1676992,Charles County,H1,A
1202,MD,24,19,596495,Dorchester County,H1,A
1203,MD,24,21,1711211,Frederick County,H1,A
1204,MD,24,23,1711058,Garrett County,H1,A
1205,MD,24,25,1698178,Harford County,H1,A
1206,MD,24,27,1709077,Howard County,H1,A
1207,MD,24,29,593907,Kent County,H1,A
1208,MD,24,31,1712500,Montgomery County,H1,A
1209,MD,24,33,1714670,Prince George's County,H1,A
1210,MD,24,35,596089,Queen Anne's County,H1,A
1211,MD,24,37,1697853,St. Mary's County,H1,A
1212,MD,24,39,596907,Somerset County,H1,A
1213,MD,24,41,592947,Talbot County,H1,A
1214,MD,24,43,1714220,Washington County,H1,A
1215,MD,24,45,1668606,Wicomico County,H1,A
1216,MD,24,47,1668802,Worcester County,H1,A
1217,MD,24,510,1702381,Baltimore city,C7,F
1218,MA,25,1,606927,Barnstable County,H1,A
1219,MA,25,3,606928,Berkshire County,H4,N
1220,MA,25,5,606929,Bristol County,H1,A
1221,MA,25,7,606930,Dukes County,H1,A
1222,MA,25,9,606931,Essex County,H4,N
1223,MA,25,11,606932,Franklin County,H4,N
1224,MA,25,13,606933,Hampden County,H4,N
1225,MA,25,15,606934,Hampshire County,H4,N
1226,MA,25,17,606935,Middlesex County,H4,N
1227,MA,25,19,606936,Nantucket County,H4,N
1228,MA,25,21,606937,Norfolk County,H1,A
1229,MA,25,23,606938,Plymouth County,H1,A
1230,MA,25,25,606939,Suffolk County,H4,N
1231,MA,25,27,606940,Worcester County,H4,N
1232,MI,26,1,1622943,Alcona County,H1,A
1233,MI,26,3,1622944,Alger County,H1,A
1234,MI,26,5,1622945,Allegan County,H1,A
1235,MI,26,7,1622946,Alpena County,H1,A
1236,MI,26,9,1622947,Antrim County,H1,A
1237,MI,26,11,1622948,Arenac County,H1,A
1238,MI,26,13,1622949,Baraga County,H1,A
1239,MI,26,15,1622950,Barry County,H1,A
1240,MI,26,17,1622951,Bay County,H1,A
1241,MI,26,19,1622952,Benzie County,H1,A
1242,MI,26,21,1622953,Berrien County,H1,A
1243,MI,26,23,1622954,Branch County,H1,A
1244,MI,26,25,1622955,Calhoun County,H1,A
1245,MI,26,27,1622956,Cass County,H1,A
1246,MI,26,29,1622957,Charlevoix County,H1,A
1247,MI,26,31,1622958,Cheboygan County,H1,A
1248,MI,26,33,1622959,Chippewa County,H1,A
1249,MI,26,35,1622960,Clare County,H1,A
1250,MI,26,37,1622961,Clinton County,H1,A
1251,MI,26,39,1622962,Crawford County,H1,A
1252,MI,26,41,1622963,Delta County,H1,A
1253,MI,26,43,1622964,Dickinson County,H1,A
1254,MI,26,45,1622965,Eaton County,H1,A
1255,MI,26,47,1622966,Emmet County,H1,A
1256,MI,26,49,1622967,Genesee County,H1,A
1257,MI,26,51,1622968,Gladwin County,H1,A
1258,MI,26,53,1622969,Gogebic County,H1,A
1259,MI,26,55,1622970,Grand Traverse County,H1,A
1260,MI,26,57,1622971,Gratiot County,H1,A
1261,MI,26,59,1622972,Hillsdale County,H1,A
1262,MI,26,61,1622973,Houghton County,H1,A
1263,MI,26,63,1622974,Huron County,H1,A
1264,MI,26,65,1622975,Ingham County,H1,A
1265,MI,26,67,1622976,Ionia County,H1,A
1266,MI,26,69,1622977,Iosco County,H1,A
1267,MI,26,71,1622978,Iron County,H1,A
1268,MI,26,73,1622979,Isabella County,H1,A
1269,MI,26,75,1622980,Jackson County,H1,A
1270,MI,26,77,1622981,Kalamazoo County,H1,A
1271,MI,26,79,1622982,Kalkaska County,H1,A
1272,MI,26,81,1622983,Kent County,H1,A
1273,MI,26,83,1622984,Keweenaw County,H1,A
1274,MI,26,85,1622985,Lake County,H1,A
1275,MI,26,87,1622986,Lapeer County,H1,A
1276,MI,26,89,1622987,Leelanau County,H1,A
1277,MI,26,91,1622988,Lenawee County,H1,A
1278,MI,26,93,1622989,Livingston County,H1,A
1279,MI,26,95,1622990,Luce County,H1,A
1280,MI,26,97,1622991,Mackinac County,H1,A
1281,MI,26,99,1622992,Macomb County,H1,A
1282,MI,26,101,1622993,Manistee County,H1,A
1283,MI,26,103,1622994,Marquette County,H1,A
1284,MI,26,105,1622995,Mason County,H1,A
1285,MI,26,107,1622996,Mecosta County,H1,A
1286,MI,26,109,1622997,Menominee County,H1,A
1287,MI,26,111,1622998,Midland County,H1,A
1288,MI,26,113,1622999,Missaukee County,H1,A
1289,MI,26,115,1623000,Monroe County,H1,A
1290,MI,26,117,1623001,Montcalm County,H1,A
1291,MI,26,119,1623002,Montmorency County,H1,A
1292,MI,26,121,1623003,Muskegon County,H1,A
1293,MI,26,123,1623004,Newaygo County,H1,A
1294,MI,26,125,1623005,Oakland County,H1,A
1295,MI,26,127,1623006,Oceana County,H1,A
1296,MI,26,129,1623007,Ogemaw County,H1,A
1297,MI,26,131,1623008,Ontonagon County,H1,A
1298,MI,26,133,1623009,Osceola County,H1,A
1299,MI,26,135,1623010,Oscoda County,H1,A
1300,MI,26,137,1623011,Otsego County,H1,A
1301,MI,26,139,1623012,Ottawa County,H1,A
1302,MI,26,141,1623013,Presque Isle County,H1,A
1303,MI,26,143,1623014,Roscommon County,H1,A
1304,MI,26,145,1623015,Saginaw County,H1,A
1305,MI,26,147,1625033,St. Clair County,H1,A
1306,MI,26,149,1625034,St. Joseph County,H1,A
1307,MI,26,151,1623016,Sanilac County,H1,A
1308,MI,26,153,1623017,Schoolcraft County,H1,A
1309,MI,26,155,1623018,Shiawassee County,H1,A
