,STATE,STATEFP,COUNTYFP,COUNTYNS,COUNTYNAME,CLASSFP,FUNCSTAT
1884,NY,36,111,974153,Ulster County,H1,A
1885,NY,36,113,974154,Warren County,H1,A
1886,NY,36,115,974155,Washington County,H1,A
1887,NY,36,117,974156,Wayne County,H1,A
1888,NY,36,119,974157,Westchester County,H1,A
1889,NY,36,121,974158,Wyoming County,H1,A
1890,NY,36,123,974159,Yates County,H1,A
1891,NC,37,1,1008531,Alamance County,H1,A
1892,NC,37,3,1008532,Alexander County,H1,A
1893,NC,37,5,1008533,Alleghany County,H1,A
1894,NC,37,7,1008534,Anson County,H1,A
1895,NC,37,9,1008535,Ashe County,H1,A
1896,NC,37,11,1008536,Avery County,H1,A
1897,NC,37,13,1026333,Beaufort County,H1,A
1898,NC,37,15,1026334,Bertie County,H1,A
1899,NC,37,17,1026336,Bladen County,H1,A
1900,NC,37,19,1026340,Brunswick County,H1,A
1901,NC,37,21,1008538,Buncombe County,H1,A
1902,NC,37,23,1008539,Burke County,H1,A
1903,NC,37,25,1008540,Cabarrus County,H1,A
1904,NC,37,27,1008541,Caldwell County,H1,A
1905,NC,37,29,1026335,Camden County,H1,A
1906,NC,37,31,1026337,Carteret County,H1,A
1907,NC,37,33,1008542,Caswell County,H1,A
1908,NC,37,35,1008543,Catawba County,H1,A
1909,NC,37,37,1008544,Chatham County,H1,A
1910,NC,37,39,1008545,Cherokee County,H1,A
1911,NC,37,41,1025822,Chowan County,H1,A
1912,NC,37,43,1008546,Clay County,H1,A
1913,NC,37,45,1008547,Cleveland County,H1,A
1914,NC,37,47,1026339,Columbus County,H1,A
1915,NC,37,49,1026123,Craven County,H1,A
1916,NC,37,51,1026124,Cumberland County,H1,A
1917,NC,37,53,1026125,Currituck County,H1,A
1918,NC,37,55,1026133,Dare County,H1,A
1919,NC,37,57,1008548,Davidson County,H1,A
1920,NC,37,59,1008549,Davie County,H1,A
1921,NC,37,61,1026132,Duplin County,H1,A
1922,NC,37,63,1008550,Durham County,H1,A
1923,NC,37,65,1008551,Edgecombe County,H1,A
1924,NC,37,67,1008552,Forsyth County,H1,A
1925,NC,37,69,1008553,Franklin County,H1,A
1926,NC,37,71,1008554,Gaston County,H1,A
1927,NC,37,73,1026126,Gates County,H1,A
1928,NC,37,75,1008555,Graham County,H1,A
1929,NC,37,77,1008556,Granville County,H1,A
1930,NC,37,79,1008557,Greene County,H1,A
1931,NC,37,81,1008558,Guilford County,H1,A
1932,NC,37,83,1008559,Halifax County,H1,A
1933,NC,37,85,1008560,Harnett County,H1,A
1934,NC,37,87,1008561,Haywood County,H1,A
1935,NC,37,89,1008562,Henderson County,H1,A
1936,NC,37,91,1026127,Hertford County,H1,A
1937,NC,37,93,1008563,Hoke County,H1,A
1938,NC,37,95,1008564,Hyde County,H1,A
1939,NC,37,97,1008565,Iredell County,H1,A
1940,NC,37,99,1008566,Jackson County,H1,A
1941,NC,37,101,1026327,Johnston County,H1,A
1942,NC,37,103,1026338,Jones County,H1,A
1943,NC,37,105,1008567,Lee County,H1,A
1944,NC,37,107,1008568,Lenoir County,H1,A
1945,NC,37,109,1008569,Lincoln County,H1,A
1946,NC,37,111,1025836,McDowell County,H1,A
1947,NC,37,113,1025833,Macon County,H1,A
1948,NC,37,115,1025834,Madison County,H1,A
1949,NC,37,117,1026328,Martin County,H1,A
1950,NC,37,119,1008570,Mecklenburg County,H1,A
1951,NC,37,121,1008571,Mitchell County,H1,A
1952,NC,37,123,1008572,Montgomery County,H1,A
1953,NC,37,125,1008573,Moore County,H1,A
1954,NC,37,127,1008574,Nash County,H1,A
1955,NC,37,129,1026329,New Hanover County,H1,A
1956,NC,37,131,1008575,Northampton County,H1,A
1957,NC,37,133,1026341,Onslow County,H1,A
1958,NC,37,135,1008576,Orange County,H1,A
1959,NC,37,137,1023355,Pamlico County,H1,A
1960,NC,37,139,1026330,Pasquotank County,H1,A
1961,NC,37,141,1026129,Pender County,H1,A
1962,NC,37,143,1025841,Perquimans County,H1,A
1963,NC,37,145,1008577,Person County,H1,A
1964,NC,37,147,1008578,Pitt County,H1,A
1965,NC,37,149,1008579,Polk County,H1,A
1966,NC,37,151,1008580,Randolph County,H1,A
1967,NC,37,153,1008581,Richmond County,H1,A
1968,NC,37,155,1026130,Robeson County,H1,A
1969,NC,37,157,1008582,Rockingham County,H1,A
1970,NC,37,159,1008583,Rowan County,H1,A
1971,NC,37,161,1008584,Rutherford County,H1,A
1972,NC,37,163,1026131,Sampson County,H1,A
1973,NC,37,165,1008585,Scotland County,H1,A
1974,NC,37,167,1025844,Stanly County,H1,A
1975,NC,37,169,1008586,Stokes County,H1,A
1976,NC,37,171,1008587,Surry County,H1,A
1977,NC,37,173,1008588,Swain County,H1,A
1978,NC,37,175,1008589,Transylvania County,H1,A
1979,NC,37,177,1026332,Tyrrell County,H1,A
1980,NC,37,179,1008590,Union County,H1,A
1981,NC,37,181,1008591,Vance County,H1,A
1982,NC,37,183,1008592,Wake County,H1,A
1983,NC,37,185,1008593,Warren County,H1,A
1984,NC,37,187,1026331,Washington County,H1,A
1985,NC,37,189,1008594,Watauga County,H1,A
1986,NC,37,191,1026128,Wayne County,H1,A
1987,NC,37,193,1008595,Wilkes County,H1,A
1988,NC,37,195,1008596,Wilson County,H1,A
1989,NC,37,197,1008597,Yadkin County,H1,A
1990,NC,37,199,1008598,Yancey County,H1,A
1991,ND,38,1,1034210,Adams County,H1,A
1992,ND,38,3,1034225,Barnes County,H1,A
1993,ND,38,5,1034216,Benson County,H1,A
1994,ND,38,7,1035616,Billings County,H1,A
1995,ND,38,9,1034227,Bottineau County,H1,A
1996,ND,38,11,1035619,Bowman County,H1,A
1997,ND,38,13,1034235,Burke County,H1,A
1998,ND,38,15,1035614,Burleigh County,H1,A
1999,ND,38,17,1034226,Cass County,H1,A
2000,ND,38,19,1035304,Cavalier County,H1,A
2001,ND,38,21,1035622,Dickey County,H1,A
2002,ND,38,23,1034234,Divide County,H1,A
2003,ND,38,25,1035623,Dunn County,H1,A
2004,ND,38,27,1034222,Eddy County,H1,A
2005,ND,38,29,1035615,Emmons County,H1,A
2006,ND,38,31,1034223,Foster County,H1,A
2007,ND,38,33,1035617,Golden Valley County,H1,A
2008,ND,38,35,1034218,Grand Forks County,H1,A
2009,ND,38,37,1035300,Grant County,H1,A
2010,ND,38,39,1034219,Griggs County,H1,A
2011,ND,38,41,1034209,Hettinger County,H1,A
2012,ND,38,43,1034206,Kidder County,H1,A
2013,ND,38,45,1035621,LaMoure County,H1,A
2014,ND,38,47,1035620,Logan County,H1,A
2015,ND,38,49,1035305,McHenry County,H1,A
2016,ND,38,51,1034211,McIntosh County,H1,A
2017,ND,38,53,1035299,McKenzie County,H1,A
2018,ND,38,55,1034232,McLean County,H1,A
2019,ND,38,57,1034233,Mercer County,H1,A
2020,ND,38,59,1034207,Morton County,H1,A
2021,ND,38,61,1035307,Mountrail County,H1,A
2022,ND,38,63,1034217,Nelson County,H1,A
2023,ND,38,65,1034205,Oliver County,H1,A
2024,ND,38,67,1034212,Pembina County,H1,A
2025,ND,38,69,1034230,Pierce County,H1,A
2026,ND,38,71,1034215,Ramsey County,H1,A
2027,ND,38,73,1035301,Ransom County,H1,A
2028,ND,38,75,1034229,Renville County,H1,A
2029,ND,38,77,1035302,Richland County,H1,A
2030,ND,38,79,1034228,Rolette County,H1,A
2031,ND,38,81,1035303,Sargent County,H1,A
2032,ND,38,83,1034203,Sheridan County,H1,A
2033,ND,38,85,1034208,Sioux County,H1,A
2034,ND,38,87,1035896,Slope County,H1,A
2035,ND,38,89,1035618,Stark County,H1,A
2036,ND,38,91,1034220,Steele County,H1,A
2037,ND,38,93,1034224,Stutsman County,H1,A
2038,ND,38,95,1034213,Towner County,H1,A
2039,ND,38,97,1034221,Traill County,H1,A
2040,ND,38,99,1034214,Walsh County,H1,A
2041,ND,38,101,1034231,Ward County,H1,A
2042,ND,38,103,1034204,Wells County,H1,A
2043,ND,38,105,1035306,Williams County,H1,A
2044,OH,39,1,1074014,Adams County,H1,A
2045,OH,39,3,1074015,Allen County,H1,A
2046,OH,39,5,1074016,Ashland County,H1,A
2047,OH,39,7,1074017,Ashtabula County,H1,A
2048,OH,39,9,1074018,Athens County,H1,A
2049,OH,39,11,1074019,Auglaize County,H1,A
2050,OH,39,13,1065575,Belmont County,H1,A
2051,OH,39,15,1074020,Brown County,H1,A
2052,OH,39,17,1074021,Butler County,H1,A
2053,OH,39,19,1074022,Carroll County,H1,A
2054,OH,39,21,1074023,Champaign County,H1,A
2055,OH,39,23,1074024,Clark County,H1,A
2056,OH,39,25,1074025,Clermont County,H1,A
2057,OH,39,27,1074026,Clinton County,H1,A
2058,OH,39,29,1074027,Columbiana County,H1,A
2059,OH,39,31,1074028,Coshocton County,H1,A
2060,OH,39,33,1074029,Crawford County,H1,A
2061,OH,39,35,1074030,Cuyahoga County,H1,A
2062,OH,39,37,1074031,Darke County,H1,A
2063,OH,39,39,1074032,Defiance County,H1,A
2064,OH,39,41,1074033,Delaware County,H1,A
2065,OH,39,43,1074034,Erie County,H1,A
2066,OH,39,45,1074035,Fairfield County,H1,A
2067,OH,39,47,1074036,Fayette County,H1,A
2068,OH,39,49,1074037,Franklin County,H1,A
2069,OH,39,51,1074038,Fulton County,H1,A
2070,OH,39,53,1074039,Gallia County,H1,A
2071,OH,39,55,1074040,Geauga County,H1,A
2072,OH,39,57,1074041,Greene County,H1,A
2073,OH,39,59,1074042,Guernsey County,H1,A
2074,OH,39,61,1074043,Hamilton County,H1,A
2075,OH,39,63,1074044,Hancock County,H1,A
2076,OH,39,65,1074045,Hardin County,H1,A
2077,OH,39,67,1074046,Harrison County,H1,A
2078,OH,39,69,1074047,Henry County,H1,A
2079,OH,39,71,1074048,Highland County,H1,A
2080,OH,39,73,1074049,Hocking County,H1,A
2081,OH,39,75,1074050,Holmes County,H1,A
2082,OH,39,77,1074051,Huron County,H1,A
2083,OH,39,79,1074052,Jackson County,H1,A
2084,OH,39,81,1074053,Jefferson County,H1,A
2085,OH,39,83,1074054,Knox County,H1,A
2086,OH,39,85,1074055,Lake County,H1,A
2087,OH,39,87,1074056,Lawrence County,H1,A
2088,OH,39,89,1074057,Licking County,H1,A
2089,OH,39,91,1074058,Logan County,H1,A
2090,OH,39,93,1074059,Lorain County,H1,A
2091,OH,39,95,1074060,Lucas County,H1,A
2092,OH,39,97,1074061,Madison County,H1,A
2093,OH,39,99,1074062,Mahoning County,H1,A
2094,OH,39,101,1074063,Marion County,H1,A
2095,OH,39,103,1074064,Medina County,H1,A
2096,OH,39,105,1074065,Meigs County,H1,A
2097,OH,39,107,1074066,Mercer County,H1,A
2098,OH,39,109,1074067,Miami County,H1,A
2099,OH,39,111,1074068,Monroe County,H1,A
2100,OH,39,113,1074069,Montgomery County,H1,A
2101,OH,39,115,1074070,Morgan County,H1,A
2102,OH,39,117,1074071,Morrow County,H1,A
2103,OH,39,119,1074072,Muskingum County,H1,A
2104,OH,39,121,1074073,Noble County,H1,A
2105,OH,39,123,1074074,Ottawa County,H1,A
2106,OH,39,125,1074075,Paulding County,H1,A
2107,OH,39,127,1074076,Perry County,H1,A
2108,OH,39,129,1074077,Pickaway County,H1,A
2109,OH,39,131,1074078,Pike County,H1,A
2110,OH,39,133,1074079,Portage County,H1,A
2111,OH,39,135,1074080,Preble County,H1,A
2112,OH,39,137,1074081,Putnam County,H1,A
2113,OH,39,139,1074082,Richland County,H1,A
2114,OH,39,141,1074083,Ross County,H1,A
2115,OH,39,143,1074084,Sandusky County,H1,A
2116,OH,39,145,1074085,Scioto County,H1,A
2117,OH,39,147,1074086,Seneca County,H1,A
2118,OH,39,149,1074087,Shelby County,H1,A
2119,OH,39,151,1065576,Stark County,H1,A
2120,OH,39,153,1074088,Summit County,H1,A
2121,OH,39,155,1074089,Trumbull County,H1,A
2122,OH,39,157,1074090,Tuscarawas County,H1,A
2123,OH,39,159,1074091,Union County,H1,A
2124,OH,39,161,1074092,Van Wert County,H1,A
2125,OH,39,163,1074093,Vinton County,H1,A
2126,OH,39,165,1074094,Warren County,H1,A
2127,OH,39,167,1074095,Washington County,H1,A
2128,OH,39,169,1074096,Wayne County,H1,A
2129,OH,39,171,1074097,Williams County,H1,A
2130,OH,39,173,1074098,Wood County,H1,A
2131,OH,39,175,1074099,Wyandot County,H1,A
2132,OK,40,1,1101788,Adair County,H1,A
2133,OK,40,3,1101789,Alfalfa County,H1,A
2134,OK,40,5,1101790,Atoka County,H1,A
2135,OK,40,7,1101791,Beaver County,H1,A
2136,OK,40,9,1101792,Beckham County,H1,A
2137,OK,40,11,1101793,Blaine County,H1,A
2138,OK,40,13,1101794,Bryan County,H1,A
2139,OK,40,15,1101795,Caddo County,H1,A
2140,OK,40,17,1101796,Canadian County,H1,A
2141,OK,40,19,1101797,Carter County,H1,A
2142,OK,40,21,1101798,Cherokee County,H1,A
2143,OK,40,23,1101799,Choctaw County,H1,A
2144,OK,40,25,1101800,Cimarron County,H1,A
2145,OK,40,27,1101801,Cleveland County,H1,A
2146,OK,40,29,1101802,Coal County,H1,A
2147,OK,40,31,1101803,Comanche County,H1,A
2148,OK,40,33,1101804,Cotton County,H1,A
2149,OK,40,35,1101805,Craig County,H1,A
2150,OK,40,37,1101806,Creek County,H1,A
2151,OK,40,39,1101807,Custer County,H1,A
2152,OK,40,41,1101808,Delaware County,H1,A
2153,OK,40,43,1101809,Dewey County,H1,A
2154,OK,40,45,1101810,Ellis County,H1,A
2155,OK,40,47,1101811,Garfield County,H1,A
2156,OK,40,49,1101812,Garvin County,H1,A
2157,OK,40,51,1101813,Grady County,H1,A
2158,OK,40,53,1101814,Grant County,H1,A
2159,OK,40,55,1101815,Greer County,H1,A
2160,OK,40,57,1101816,Harmon County,H1,A
2161,OK,40,59,1101817,Harper County,H1,A
2162,OK,40,61,1101818,Haskell County,H1,A
2163,OK,40,63,1101819,Hughes County,H1,A
2164,OK,40,65,1101820,Jackson County,H1,A
2165,OK,40,67,1101821,Jefferson County,H1,A
2166,OK,40,69,1101822,Johnston County,H1,A
2167,OK,40,71,1101823,Kay County,H1,A
2168,OK,40,73,1101824,Kingfisher County,H1,A
2169,OK,40,75,1101825,Kiowa County,H1,A
2170,OK,40,77,1101826,Latimer County,H1,A
2171,OK,40,79,1101827,Le Flore County,H1,A
2172,OK,40,81,1101828,Lincoln County,H1,A
2173,OK,40,83,1101829,Logan County,H1,A
2174,OK,40,85,1101830,Love County,H1,A
2175,OK,40,87,1101834,McClain County,H1,A
2176,OK,40,89,1101835,McCurtain County,H1,A
2177,OK,40,91,1101836,McIntosh County,H1,A
2178,OK,40,93,1101831,Major County,H1,A
2179,OK,40,95,1101832,Marshall County,H1,A
2180,OK,40,97,1101833,Mayes County,H1,A
2181,OK,40,99,1101837,Murray County,H1,A
2182,OK,40,101,1101838,Muskogee County,H1,A
2183,OK,40,103,1101839,Noble County,H1,A
2184,OK,40,105,1101840,Nowata County,H1,A
2185,OK,40,107,1101841,Okfuskee County,H1,A
2186,OK,40,109,1101842,Oklahoma County,H1,A
2187,OK,40,111,1101843,Okmulgee County,H1,A
2188,OK,40,113,1101844,Osage County,H1,A
2189,OK,40,115,1101845,Ottawa County,H1,A
2190,OK,40,117,1101846,Pawnee County,H1,A
2191,OK,40,119,1101847,Payne County,H1,A
2192,OK,40,121,1101848,Pittsburg County,H1,A
2193,OK,40,123,1101849,Pontotoc County,H1,A
2194,OK,40,125,1101850,Pottawatomie County,H1,A
2195,OK,40,127,1101851,Pushmataha County,H1,A
2196,OK,40,129,1101852,Roger Mills County,H1,A
2197,OK,40,131,1101853,Rogers County,H1,A
2198,OK,40,133,1101854,Seminole County,H1,A
2199,OK,40,135,1101855,Sequoyah County,H1,A
2200,OK,40,137,1101856,Stephens County,H1,A
2201,OK,40,139,1101857,Texas County,H1,A
2202,OK,40,141,1101858,Tillman County,H1,A
2203,OK,40,143,1101859,Tulsa County,H1,A
2204,OK,40,145,1101860,Wagoner County,H1,A
2205,OK,40,147,1101861,Washington County,H1,A
2206,OK,40,149,1101862,Washita County,H1,A
2207,OK,40,151,1101863,Woods County,H1,A
2208,OK,40,153,1101864,Woodward County,H1,A
2209,OR,41,1,1135845,Baker County,H1,A
2210,OR,41,3,1155126,Benton County,H1,A
2211,OR,41,5,1155127,Clackamas County,H1,A
2212,OR,41,7,1135846,Clatsop County,H1,A
2213,OR,41,9,1135847,Columbia County,H1,A
2214,OR,41,11,1135848,Coos County,H1,A
2215,OR,41,13,1155128,Crook County,H1,A
2216,OR,41,15,1155129,Curry County,H1,A
2217,OR,41,17,1155130,Deschutes County,H1,A
2218,OR,41,19,1135849,Douglas County,H1,A
2219,OR,41,21,1135850,Gilliam County,H1,A
2220,OR,41,23,1135851,Grant County,H1,A
2221,OR,41,25,1135852,Harney County,H1,A
2222,OR,41,27,1155131,Hood River County,H1,A
2223,OR,41,29,1135853,Jackson County,H1,A
2224,OR,41,31,1155132,Jefferson County,H1,A
2225,OR,41,33,1155133,Josephine County,H1,A
2226,OR,41,35,1155134,Klamath County,H1,A
2227,OR,41,37,1135854,Lake County,H1,A
2228,OR,41,39,1135855,Lane County,H1,A
2229,OR,41,41,1135856,Lincoln County,H1,A
2230,OR,41,43,1135857,Linn County,H1,A
2231,OR,41,45,1135858,Malheur County,H1,A
2232,OR,41,47,1135859,Marion County,H1,A
2233,OR,41,49,1135860,Morrow County,H1,A
2234,OR,41,51,1135861,Multnomah County,H1,A
2235,OR,41,53,1135862,Polk County,H1,A
2236,OR,41,55,1135863,Sherman County,H1,A
2237,OR,41,57,1135864,Tillamook County,H1,A
2238,OR,41,59,1156673,Umatilla County,H1,A
2239,OR,41,61,1164165,Union County,H1,A
2240,OR,41,63,1155135,Wallowa County,H1,A
2241,OR,41,65,1155136,Wasco County,H1,A
2242,OR,41,67,1155137,Washington County,H1,A
2243,OR,41,69,1135865,Wheeler County,H1,A
2244,OR,41,71,1135866,Yamhill County,H1,A
2245,PA,42,1,1213656,Adams County,H1,A
2246,PA,42,3,1213657,Allegheny County,H1,A
2247,PA,42,5,1213658,Armstrong County,H1,A
2248,PA,42,7,1214112,Beaver County,H1,A
2249,PA,42,9,1209171,Bedford County,H1,A
2250,PA,42,11,1209172,Berks County,H1,A
2251,PA,42,13,1213659,Blair County,H1,A
2252,PA,42,15,1213660,Bradford County,H1,A
2253,PA,42,17,1209173,Bucks County,H1,A
2254,PA,42,19,1213661,Butler County,H1,A
2255,PA,42,21,1213662,Cambria County,H1,A
2256,PA,42,23,1213663,Cameron County,H1,A
2257,PA,42,25,1213664,Carbon County,H1,A
2258,PA,42,27,1214720,Centre County,H1,A
2259,PA,42,29,1209174,Chester County,H1,A
2260,PA,42,31,1210234,Clarion County,H1,A
2261,PA,42,33,1209175,Clearfield County,H1,A
2262,PA,42,35,1214721,Clinton County,H1,A
2263,PA,42,37,1213665,Columbia County,H1,A
2264,PA,42,39,1213666,Crawford County,H1,A
2265,PA,42,41,1209176,Cumberland County,H1,A
2266,PA,42,43,1213667,Dauphin County,H1,A
2267,PA,42,45,1209177,Delaware County,H1,A
2268,PA,42,47,1213668,Elk County,H1,A
2269,PA,42,49,1209178,Erie County,H1,A
2270,PA,42,51,1209179,Fayette County,H1,A
2271,PA,42,53,1213669,Forest County,H1,A
2272,PA,42,55,1213670,Franklin County,H1,A
2273,PA,42,57,1213671,Fulton County,H1,A
2274,PA,42,59,1214033,Greene County,H1,A
2275,PA,42,61,1213672,Huntingdon County,H1,A
2276,PA,42,63,1213673,Indiana County,H1,A
2277,PA,42,65,1213674,Jefferson County,H1,A
2278,PA,42,67,1209180,Juniata County,H1,A
2279,PA,42,69,1213675,Lackawanna County,H1,A
2280,PA,42,71,1209181,Lancaster County,H1,A
2281,PA,42,73,1213676,Lawrence County,H1,A
2282,PA,42,75,1214034,Lebanon County,H1,A
2283,PA,42,77,1209182,Lehigh County,H1,A
2284,PA,42,79,1209183,Luzerne County,H1,A
2285,PA,42,81,1213677,Lycoming County,H1,A
2286,PA,42,83,1210235,McKean County,H1,A
2287,PA,42,85,1213678,Mercer County,H1,A
2288,PA,42,87,1213679,Mifflin County,H1,A
2289,PA,42,89,1209184,Monroe County,H1,A
2290,PA,42,91,1213680,Montgomery County,H1,A
2291,PA,42,93,1213681,Montour County,H1,A
2292,PA,42,95,1209185,Northampton County,H1,A
2293,PA,42,97,1209186,Northumberland County,H1,A
2294,PA,42,99,1213682,Perry County,H1,A
2295,PA,42,101,1209187,Philadelphia County,H6,C
2296,PA,42,103,1213683,Pike County,H1,A
2297,PA,42,105,1213684,Potter County,H1,A
2298,PA,42,107,1213685,Schuylkill County,H1,A
2299,PA,42,109,1213686,Snyder County,H1,A
2300,PA,42,111,1209188,Somerset County,H1,A
2301,PA,42,113,1213687,Sullivan County,H1,A
2302,PA,42,115,1213688,Susquehanna County,H1,A
2303,PA,42,117,1209189,Tioga County,H1,A
2304,PA,42,119,1213689,Union County,H1,A
2305,PA,42,121,1213690,Venango County,H1,A
2306,PA,42,123,1213691,Warren County,H1,A
2307,PA,42,125,1209190,Washington County,H1,A
2308,PA,42,127,1213692,Wayne County,H1,A
2309,PA,42,129,1209191,Westmoreland County,H1,A
2310,PA,42,131,1209192,Wyoming County,H1,A
2311,PA,42,133,1209193,York County,H1,A
2312,RI,44,1,1219777,Bristol County,H4,N
2313,RI,44,3,1219778,Kent County,H4,N
2314,RI,44,5,1219779,Newport County,H4,N
2315,RI,44,7,1219781,Providence County,H4,N
2316,RI,44,9,1219782,Washington County,H4,N
2317,SC,45,1,1245666,Abbeville County,H1,A
2318,SC,45,3,1247979,Aiken County,H1,A
2319,SC,45,5,1247980,Allendale County,H1,A
2320,SC,45,7,1247981,Anderson County,H1,A
2321,SC,45,9,1247982,Bamberg County,H1,A
2322,SC,45,11,1247983,Barnwell County,H1,A
2323,SC,45,13,1247984,Beaufort County,H1,A
2324,SC,45,15,1247985,Berkeley County,H1,A
2325,SC,45,17,1247986,Calhoun County,H1,A
2326,SC,45,19,1252740,Charleston County,H1,A
2327,SC,45,21,1247987,Cherokee County,H1,A
2328,SC,45,23,1247988,Chester County,H1,A
2329,SC,45,25,1247989,Chesterfield County,H1,A
2330,SC,45,27,1247990,Clarendon County,H1,A
2331,SC,45,29,1247991,Colleton County,H1,A
2332,SC,45,31,1247992,Darlington County,H1,A
2333,SC,45,33,1247993,Dillon County,H1,A
2334,SC,45,35,1247998,Dorchester County,H1,A
2335,SC,45,37,1247999,Edgefield County,H1,A
2336,SC,45,39,1248000,Fairfield County,H1,A
2337,SC,45,41,1248001,Florence County,H1,A
2338,SC,45,43,1248002,Georgetown County,H1,A
2339,SC,45,45,1245489,Greenville County,H1,A
2340,SC,45,47,1248003,Greenwood County,H1,A
2341,SC,45,49,1248004,Hampton County,H1,A
2342,SC,45,51,1248005,Horry County,H1,A
2343,SC,45,53,1248006,Jasper County,H1,A
2344,SC,45,55,1248007,Kershaw County,H1,A
2345,SC,45,57,1248008,Lancaster County,H1,A
2346,SC,45,59,1248009,Laurens County,H1,A
2347,SC,45,61,1245652,Lee County,H1,A
2348,SC,45,63,1244251,Lexington County,H1,A
2349,SC,45,65,1248012,McCormick County,H1,A
2350,SC,45,67,1248010,Marion County,H1,A
2351,SC,45,69,1248011,Marlboro County,H1,A
2352,SC,45,71,1248013,Newberry County,H1,A
2353,SC,45,73,1244832,Oconee County,H1,A
2354,SC,45,75,1248014,Orangeburg County,H1,A
2355,SC,45,77,1248015,Pickens County,H1,A
2356,SC,45,79,1249299,Richland County,H1,A
2357,SC,45,81,1248016,Saluda County,H1,A
2358,SC,45,83,1248592,Spartanburg County,H1,A
2359,SC,45,85,1244717,Sumter County,H1,A
2360,SC,45,87,1248017,Union County,H1,A
2361,SC,45,89,1248018,Williamsburg County,H1,A
2362,SC,45,91,1248019,York County,H1,A
2363,SD,46,3,1266983,Aurora County,H1,A
2364,SD,46,5,1266986,Beadle County,H1,A
2365,SD,46,7,1265812,Bennett County,H1,A
2366,SD,46,9,1266997,Bon Homme County,H1,A
2367,SD,46,11,1265779,Brookings County,H1,A
2368,SD,46,13,1265785,Brown County,H1,A
2369,SD,46,15,1265768,Brule County,H1,A
2370,SD,46,17,1265767,Buffalo County,H1,A
2371,SD,46,19,1265793,Butte County,H1,A
2372,SD,46,21,1266974,Campbell County,H1,A
2373,SD,46,23,1266976,Charles Mix County,H1,A
2374,SD,46,25,1266985,Clark County,H1,A
2375,SD,46,27,1265764,Clay County,H1,A
2376,SD,46,29,1265791,Codington County,H1,A
2377,SD,46,31,1265811,Corson County,H1,A
2378,SD,46,33,1265788,Custer County,H1,A
2379,SD,46,35,1266980,Davison County,H1,A
2380,SD,46,37,1265790,Day County,H1,A
2381,SD,46,39,1265781,Deuel County,H1,A
2382,SD,46,41,1266994,Dewey County,H1,A
2383,SD,46,43,1266978,Douglas County,H1,A
2384,SD,46,45,1266972,Edmunds County,H1,A
2385,SD,46,47,1265787,Fall River County,H1,A
2386,SD,46,49,1265760,Faulk County,H1,A
2387,SD,46,51,1265782,Grant County,H1,A
2388,SD,46,53,1265765,Gregory County,H1,A
2389,SD,46,55,1266988,Haakon County,H1,A
2390,SD,46,57,1265766,Hamlin County,H1,A
2391,SD,46,59,1265783,Hand County,H1,A
2392,SD,46,61,1266979,Hanson County,H1,A
2393,SD,46,63,1265792,Harding County,H1,A
2394,SD,46,65,1265774,Hughes County,H1,A
2395,SD,46,67,1265771,Hutchinson County,H1,A
2396,SD,46,69,1266984,Hyde County,H1,A
2397,SD,46,71,1265794,Jackson County,H1,A
2398,SD,46,73,1265778,Jerauld County,H1,A
2399,SD,46,75,1266981,Jones County,H1,A
2400,SD,46,77,1265780,Kingsbury County,H1,A
2401,SD,46,79,1265776,Lake County,H1,A
2402,SD,46,81,1266996,Lawrence County,H1,A
2403,SD,46,83,1265769,Lincoln County,H1,A
2404,SD,46,85,1265789,Lyman County,H1,A
2405,SD,46,87,1265773,McCook County,H1,A
2406,SD,46,89,1265762,McPherson County,H1,A
2407,SD,46,91,1265759,Marshall County,H1,A
2408,SD,46,93,1266991,Meade County,H1,A
2409,SD,46,95,1267177,Mellette County,H1,A
2410,SD,46,97,1265777,Miner County,H1,A
2411,SD,46,99,1265772,Minnehaha County,H1,A
2412,SD,46,101,1265775,Moody County,H1,A
2413,SD,46,102,1266992,Oglala Lakota County,H1,A
2414,SD,46,103,1266995,Pennington County,H1,A
2415,SD,46,105,1266990,Perkins County,H1,A
2416,SD,46,107,1265761,Potter County,H1,A
2417,SD,46,109,1265786,Roberts County,H1,A
2418,SD,46,111,1266977,Sanborn County,H1,A
2419,SD,46,115,1266987,Spink County,H1,A
2420,SD,46,117,1266998,Stanley County,H1,A
2421,SD,46,119,1266982,Sully County,H1,A
2422,SD,46,121,1266989,Todd County,H1,A
2423,SD,46,123,1265784,Tripp County,H1,A
2424,SD,46,125,1265770,Turner County,H1,A
2425,SD,46,127,1265763,Union County,H1,A
2426,SD,46,129,1266973,Walworth County,H1,A
2427,SD,46,135,1266975,Yankton County,H1,A
2428,SD,46,137,1266993,Ziebach County,H1,A
2429,TN,47,1,1639722,Anderson County,H1,A
2430,TN,47,3,1639723,Bedford County,H1,A
2431,TN,47,5,1639724,Benton County,H1,A
2432,TN,47,7,1639725,Bledsoe County,H1,A
2433,TN,47,9,1639726,Blount County,H1,A
2434,TN,47,11,1639727,Bradley County,H1,A
2435,TN,47,13,1639728,Campbell County,H1,A
2436,TN,47,15,1648572,Cannon County,H1,A
2437,TN,47,17,1639729,Carroll County,H1,A
2438,TN,47,19,1639730,Carter County,H1,A
2439,TN,47,21,1639731,Cheatham County,H1,A
2440,TN,47,23,1639732,Chester County,H1,A
2441,TN,47,25,1639733,Claiborne County,H1,A
